订单号,成交时间,商品ID,商品名称,数量,单价,实付金额,运费,优惠金额,买家ID,退款状态,订单状态,备注
TB0000930,2026-08-05 06:46:20,4359063,母婴玩具-商品9063,1,109.11,109.11,0,0,1001877,未退款,已完成,
TB0000931,2026-08-11 09:02:12,2035985,母婴玩具-商品5985,1,45.55,45.55,0,0,1001877,未退款,已完成,
TB0000932,2026-08-12 02:11:15,2397985,美妆个护-商品7985,1,117.64,117.64,0,0,1001879,未退款,已完成,
TB0000932,2026-08-12 02:11:15,1705890,服饰鞋包-商品5890,1,197.69,197.69,0,0,1001879,未退款,已完成,
TB0000933,2026-08-12 02:16:30,4948256,服饰鞋包-商品8256,1,103.97,103.97,0,0,1001882,已退款,已退款,
TB0000934,2026-08-06 08:33:28,3217628,美妆个护-商品7628,1,188.47,188.47,0,0,1001891,未退款,已完成,
TB0000935,2026-08-09 09:16:21,3771336,母婴玩具-商品1336,1,96.58,96.58,0,0,1001891,未退款,已完成,
TB0000936,2026-08-12 02:41:27,2653479,家居日用-商品3479,1,87.45,87.45,0,0,1001902,未退款,已完成,
TB0000937,2026-08-12 04:46:03,2676163,家居日用-商品6163,1,45.19,45.19,0,0,1001902,未退款,已完成,
TB0000938,2026-08-08 08:25:45,2149649,服饰鞋包-商品9649,1,83.65,83.65,0,0,1001903,未退款,已完成,
TB0000939,2026-08-08 10:44:03,1239068,运动户外-商品9068,1,88.36,88.36,0,0,1001908,未退款,已完成,
TB0000940,2026-08-10 06:38:47,4945303,家居日用-商品5303,1,80.54,80.54,0,0,1001908,未退款,已完成,
TB0000941,2026-08-10 02:11:23,1095113,服饰鞋包-商品5113,1,142.83,142.83,0,0,1001912,未退款,已完成,
TB0000942,2026-08-04 00:58:51,2127892,母婴玩具-商品7892,1,97.61,97.61,0,0,1001915,未退款,已完成,
TB0000943,2026-08-10 07:44:32,1562666,美妆个护-商品2666,1,220.73,220.73,0,0,1001915,未退款,已完成,
TB0000944,2026-08-10 14:05:31,1728241,食品生鲜-商品8241,1,10.2,10.2,0,0,1001915,未退款,已完成,
TB0000945,2026-08-11 08:26:39,614620,数码家电-商品4620,1,655.98,655.98,0,0,1001915,未退款,已完成,
TB0000946,2026-08-11 08:30:43,3419397,图书文创-商品9397,1,66.32,66.32,0,0,1001915,未退款,已完成,
TB0000947,2026-08-06 14:09:53,334940,数码家电-商品4940,1,394.43,394.43,0,0,1001917,未退款,已完成,
TB0000948,2026-08-08 13:04:24,4884479,家居日用-商品4479,1,138.99,138.99,0,0,1001917,未退款,已完成,
TB0000949,2026-08-09 12:10:41,3892517,运动户外-商品2517,1,383.59,383.59,0,0,1001917,未退款,已完成,
TB0000950,2026-08-10 12:15:13,1498846,图书文创-商品8846,1,53.17,53.17,0,0,1001920,已退款,已退款,
TB0000951,2026-08-10 12:19:56,2073058,图书文创-商品3058,1,30.5,30.5,0,0,1001920,未退款,已完成,
TB0000952,2026-08-10 14:28:30,1684517,美妆个护-商品4517,1,183.2,183.2,0,0,1001920,未退款,已完成,
TB0000953,2026-08-06 00:05:56,2905957,食品生鲜-商品5957,1,61.59,61.59,0,0,1001921,未退款,已完成,
TB0000954,2026-08-06 01:25:37,547160,家居日用-商品7160,1,111.35,111.35,0,0,1001921,未退款,已完成,
TB0000955,2026-08-11 17:33:12,2324414,服饰鞋包-商品4414,1,47.74,47.74,0,0,1001921,未退款,已完成,
TB0000955,2026-08-11 17:33:12,2489214,服饰鞋包-商品9214,1,161.43,161.43,0,0,1001921,未退款,已完成,
TB0000955,2026-08-11 17:33:12,3601388,服饰鞋包-商品1388,1,83.99,83.99,0,0,1001921,未退款,已完成,
TB0000956,2026-08-12 15:20:29,1951401,家居日用-商品1401,1,112.78,112.78,0,0,1001921,未退款,已完成,
TB0000957,2026-08-06 14:00:37,4678420,母婴玩具-商品8420,1,170.13,170.13,0,0,1001944,未退款,已完成,
TB0000958,2026-08-06 14:14:36,1326888,母婴玩具-商品6888,1,126.29,126.29,0,0,1001944,未退款,已完成,
TB0000959,2026-08-09 10:58:01,3261270,母婴玩具-商品1270,1,100.23,100.23,0,0,1001944,未退款,已完成,
TB0000960,2026-08-09 11:47:57,325941,食品生鲜-商品5941,1,20.45,20.45,0,0,1001944,未退款,已完成,
TB0000961,2026-08-07 06:42:16,2460757,母婴玩具-商品0757,1,171.67,171.67,0,0,1001946,未退款,已完成,
TB0000962,2026-08-11 03:44:36,4337988,服饰鞋包-商品7988,1,108.83,108.83,0,0,1001947,未退款,已完成,
TB0000963,2026-08-09 02:36:52,1382649,食品生鲜-商品2649,1,65.76,65.76,0,0,1001952,未退款,已完成,
TB0000964,2026-08-12 14:03:09,3919004,母婴玩具-商品9004,1,34.73,34.73,0,0,1001952,未退款,已完成,
TB0000965,2026-08-10 05:05:22,4384912,美妆个护-商品4912,1,109.71,109.71,0,0,1001967,未退款,已完成,
TB0000966,2026-08-11 13:18:59,1572186,图书文创-商品2186,1,14.25,14.25,0,0,1001967,未退款,已完成,
TB0000967,2026-08-12 02:09:30,362502,运动户外-商品2502,1,81.08,81.08,0,0,1001967,未退款,已完成,
TB0000968,2026-08-05 06:12:44,1788906,家居日用-商品8906,1,16.71,16.71,0,0,1001981,未退款,已完成,
TB0000969,2026-08-10 18:42:33,4810027,运动户外-商品0027,1,367.06,367.06,0,0,1001982,未退款,已完成,
TB0000970,2026-08-12 15:01:13,581509,食品生鲜-商品1509,1,61.32,61.32,0,0,1001982,未退款,已完成,
TB0000971,2026-08-08 12:38:19,4249765,食品生鲜-商品9765,1,29.12,29.12,0,0,1001985,未退款,已完成,
TB0000972,2026-08-10 12:49:06,3946294,家居日用-商品6294,1,105.17,105.17,0,0,1001988,未退款,已完成,
TB0000973,2026-08-10 12:50:13,5130331,家居日用-商品0331,1,138.5,138.5,0,0,1001988,未退款,已完成,
TB0000974,2026-08-12 10:40:16,2788503,数码家电-商品8503,1,767.65,767.65,0,0,1001988,未退款,已完成,
TB0000975,2026-08-12 12:09:42,3991727,食品生鲜-商品1727,1,22.03,22.03,0,0,1001988,未退款,已完成,
TB0000976,2026-08-09 08:45:22,1434370,食品生鲜-商品4370,1,12.87,12.87,0,0,1002005,未退款,已完成,
TB0000977,2026-08-09 05:30:19,3224404,食品生鲜-商品4404,1,19.98,19.98,0,0,1002010,未退款,已完成,
TB0000978,2026-08-08 07:51:38,1053163,美妆个护-商品3163,1,190.55,190.55,0,0,1002020,未退款,已完成,
TB0000979,2026-08-08 10:10:47,2474985,食品生鲜-商品4985,1,64.59,64.59,0,0,1002020,未退款,已完成,
TB0000980,2026-08-12 06:39:51,4522037,家居日用-商品2037,1,62.96,62.96,0,0,1002020,未退款,已完成,
TB0000980,2026-08-12 06:39:51,1372863,运动户外-商品2863,1,308.13,308.13,0,0,1002020,未退款,已完成,
TB0000981,2026-08-05 10:33:21,4755682,食品生鲜-商品5682,1,12.94,12.94,0,0,1002031,未退款,已完成,
TB0000982,2026-08-05 10:36:14,3334450,数码家电-商品4450,1,343.73,343.73,0,0,1002031,未退款,已完成,
TB0000983,2026-08-06 05:52:43,667682,数码家电-商品7682,1,159.92,159.92,0,0,1002031,未退款,已完成,
TB0000984,2026-08-06 05:59:50,667682,数码家电-商品7682,1,893.14,893.14,0,0,1002031,未退款,已完成,
TB0000985,2026-08-07 13:57:16,2533652,美妆个护-商品3652,1,203.86,203.86,0,0,1002031,未退款,已完成,
TB0000986,2026-08-07 15:40:32,4732412,美妆个护-商品2412,1,64.48,64.48,0,0,1002031,未退款,已完成,
TB0000987,2026-08-07 15:45:28,2836196,食品生鲜-商品6196,1,35.16,35.16,0,0,1002031,未退款,已完成,
TB0000988,2026-08-07 15:50:12,4732412,美妆个护-商品2412,1,40.59,40.59,0,0,1002031,未退款,已完成,
TB0000989,2026-08-08 04:15:10,667682,数码家电-商品7682,1,378.74,378.74,0,0,1002031,未退款,已完成,
TB0000990,2026-08-08 04:47:27,667682,数码家电-商品7682,1,417.16,417.16,0,0,1002031,未退款,已完成,
TB0000991,2026-08-09 03:12:54,597992,母婴玩具-商品7992,1,62.32,62.32,0,0,1002031,未退款,已完成,
TB0000992,2026-08-09 14:57:48,265985,服饰鞋包-商品5985,1,111.38,111.38,0,0,1002031,已退款,已退款,
TB0000993,2026-08-11 04:36:11,342419,服饰鞋包-商品2419,1,88.55,88.55,0,0,1002031,未退款,已完成,
TB0000994,2026-08-11 05:09:38,1884224,服饰鞋包-商品4224,1,30.96,30.96,0,0,1002031,未退款,已完成,
TB0000995,2026-08-12 03:36:09,406546,家居日用-商品6546,1,144.57,144.57,0,0,1002031,未退款,已完成,
TB0000996,2026-08-12 13:58:45,888425,服饰鞋包-商品8425,1,146.09,146.09,0,0,1002031,未退款,已完成,
TB0000997,2026-08-09 13:56:30,4123885,食品生鲜-商品3885,1,74.22,74.22,0,0,1002032,未退款,已完成,
TB0000997,2026-08-09 13:56:30,2116130,美妆个护-商品6130,1,64.63,64.63,0,0,1002032,未退款,已完成,
TB0000997,2026-08-09 13:56:30,1635400,美妆个护-商品5400,1,217.16,217.16,0,0,1002032,未退款,已完成,
TB0000998,2026-08-09 13:57:03,2816251,美妆个护-商品6251,1,155.0,155.0,0,0,1002032,未退款,已完成,
TB0000999,2026-08-04 14:10:32,1425149,食品生鲜-商品5149,1,69.64,69.64,0,0,1002034,未退款,已完成,
TB0000999,2026-08-04 14:10:32,3153601,美妆个护-商品3601,1,71.75,71.75,0,0,1002034,未退款,已完成,
TB0001000,2026-08-05 04:45:32,4932147,家居日用-商品2147,1,72.91,72.91,0,0,1002034,未退款,已完成,
TB0001001,2026-08-06 01:27:16,1958894,食品生鲜-商品8894,1,59.6,59.6,0,0,1002034,未退款,已完成,
TB0001002,2026-08-11 13:12:39,4898965,母婴玩具-商品8965,1,52.02,52.02,0,0,1002034,未退款,已完成,
TB0001003,2026-08-08 13:50:51,89936,食品生鲜-商品9936,1,54.95,54.95,0,0,1002040,未退款,已完成,
TB0001004,2026-08-08 13:55:01,4525725,图书文创-商品5725,1,45.17,45.17,0,0,1002040,未退款,已完成,
TB0001005,2026-08-09 15:36:56,4270301,美妆个护-商品0301,1,169.23,169.23,0,0,1002040,未退款,已完成,
TB0001006,2026-08-06 11:15:50,2492847,家居日用-商品2847,1,82.07,82.07,0,0,1002042,未退款,已完成,
TB0001006,2026-08-06 11:15:50,1972511,家居日用-商品2511,1,123.55,123.55,0,0,1002042,未退款,已完成,
TB0001007,2026-08-06 11:48:10,5105481,家居日用-商品5481,1,37.82,37.82,0,0,1002042,未退款,已完成,
TB0001008,2026-08-06 12:14:33,4737773,图书文创-商品7773,1,41.82,41.82,0,0,1002042,未退款,已完成,
TB0001009,2026-08-07 14:38:34,4540233,食品生鲜-商品0233,1,81.96,81.96,0,0,1002042,未退款,已完成,
TB0001010,2026-08-11 15:41:41,2974274,服饰鞋包-商品4274,1,145.27,145.27,0,0,1002042,未退款,已完成,
TB0001011,2026-08-12 10:06:45,4520041,服饰鞋包-商品0041,1,86.56,86.56,0,0,1002042,已退款,已退款,
TB0001012,2026-08-08 05:12:53,1429790,数码家电-商品9790,1,694.72,694.72,0,0,1002044,未退款,已完成,
TB0001013,2026-08-05 14:25:02,4362782,数码家电-商品2782,1,113.42,113.42,0,0,1002046,未退款,已完成,
TB0001014,2026-08-06 05:38:38,2113845,图书文创-商品3845,1,45.63,45.63,0,0,1002046,未退款,已完成,
TB0001015,2026-08-06 05:47:44,5134408,食品生鲜-商品4408,1,87.15,87.15,0,0,1002046,未退款,已完成,
TB0001015,2026-08-06 05:47:44,4677430,母婴玩具-商品7430,1,21.77,21.77,0,0,1002046,未退款,已完成,
TB0001016,2026-08-06 11:47:08,3563468,美妆个护-商品3468,1,125.87,125.87,0,0,1002046,未退款,已完成,
TB0001017,2026-08-07 04:38:04,1851490,数码家电-商品1490,1,482.51,482.51,0,0,1002046,未退款,已完成,
TB0001017,2026-08-07 04:38:04,4360347,数码家电-商品0347,1,776.52,776.52,0,0,1002046,未退款,已完成,
TB0001017,2026-08-07 04:38:04,1584527,数码家电-商品4527,1,215.16,215.16,0,0,1002046,未退款,已完成,
TB0001018,2026-08-07 01:29:59,4880025,美妆个护-商品0025,1,177.08,177.08,0,0,1002058,未退款,已完成,
TB0001019,2026-08-09 05:09:38,1150190,食品生鲜-商品0190,1,60.25,60.25,0,0,1002066,未退款,已完成,
TB0001020,2026-08-09 05:18:15,2388902,母婴玩具-商品8902,1,63.83,63.83,0,0,1002066,未退款,已完成,
TB0001020,2026-08-09 05:18:15,4550531,家居日用-商品0531,1,38.07,38.07,0,0,1002066,未退款,已完成,
TB0001021,2026-08-09 06:02:29,3914997,运动户外-商品4997,1,107.94,107.94,0,0,1002066,未退款,已完成,
TB0001022,2026-08-10 23:29:30,505125,运动户外-商品5125,1,192.56,192.56,0,0,1002066,未退款,已完成,
TB0001023,2026-08-04 08:15:09,2984520,食品生鲜-商品4520,1,34.01,34.01,0,0,1002093,未退款,已完成,
TB0001024,2026-08-10 08:56:00,1181016,母婴玩具-商品1016,1,27.32,27.32,0,0,1002093,未退款,已完成,
TB0001025,2026-08-11 03:02:06,1415493,美妆个护-商品5493,1,214.16,214.16,0,0,1002093,未退款,已完成,
TB0001026,2026-08-12 09:38:11,3590539,母婴玩具-商品0539,1,138.87,138.87,0,0,1002093,未退款,已完成,
TB0001027,2026-08-04 13:27:23,622226,家居日用-商品2226,1,22.64,22.64,0,0,1002095,未退款,已完成,
TB0001028,2026-08-07 13:24:35,3009507,母婴玩具-商品9507,1,99.98,99.98,0,0,1002095,未退款,已完成,
TB0001029,2026-08-08 04:40:19,68430,母婴玩具-商品8430,1,24.6,24.6,0,0,1002095,未退款,已完成,
TB0001030,2026-08-09 11:24:00,68430,母婴玩具-商品8430,1,101.37,101.37,0,0,1002095,未退款,已完成,
TB0001031,2026-08-06 03:23:45,3977352,数码家电-商品7352,1,421.6,421.6,0,0,1002118,未退款,已完成,
TB0001032,2026-08-06 08:09:52,2657558,运动户外-商品7558,1,168.82,168.82,0,0,1002118,已退款,已退款,
TB0001033,2026-08-10 04:11:43,4632344,数码家电-商品2344,1,526.37,526.37,0,0,1002118,未退款,已完成,
TB0001034,2026-08-12 13:31:36,1552681,母婴玩具-商品2681,1,62.74,62.74,0,0,1002127,未退款,已完成,
TB0001034,2026-08-12 13:31:36,1764973,母婴玩具-商品4973,1,84.51,84.51,0,0,1002127,未退款,已完成,
TB0001035,2026-08-08 19:20:40,3260161,母婴玩具-商品0161,1,114.36,114.36,0,0,1002128,未退款,已完成,
TB0001036,2026-08-09 10:19:51,1739464,数码家电-商品9464,1,479.3,479.3,0,0,1002128,未退款,已完成,
TB0001037,2026-08-07 06:09:08,3665177,图书文创-商品5177,1,29.13,29.13,0,0,1002132,未退款,已完成,
TB0001037,2026-08-07 06:09:08,2614978,美妆个护-商品4978,1,265.04,265.04,0,0,1002132,未退款,已完成,
TB0001037,2026-08-07 06:09:08,4182041,美妆个护-商品2041,1,209.17,209.17,0,0,1002132,未退款,已完成,
TB0001037,2026-08-07 06:09:08,589614,美妆个护-商品9614,1,224.19,224.19,0,0,1002132,未退款,已完成,
TB0001038,2026-08-07 10:23:09,3863693,食品生鲜-商品3693,1,69.71,69.71,0,0,1002132,未退款,已完成,
TB0001039,2026-08-06 05:04:37,5077996,运动户外-商品7996,1,329.34,329.34,0,0,1002142,未退款,已完成,
TB0001040,2026-08-07 12:22:20,2832158,美妆个护-商品2158,1,129.71,129.71,0,0,1002142,未退款,已完成,
TB0001041,2026-08-11 02:50:55,4120557,服饰鞋包-商品0557,1,67.52,67.52,0,0,1002142,未退款,已完成,
TB0001042,2026-08-07 02:32:42,1258304,服饰鞋包-商品8304,1,198.5,198.5,0,0,1002147,未退款,已完成,
TB0001043,2026-08-03 16:51:15,2075478,数码家电-商品5478,1,736.06,736.06,0,0,1002166,未退款,已完成,
TB0001043,2026-08-03 16:51:15,2805322,运动户外-商品5322,1,101.49,101.49,0,0,1002166,未退款,已完成,
TB0001044,2026-08-03 17:07:55,3823922,母婴玩具-商品3922,1,88.72,88.72,0,0,1002166,未退款,已完成,
TB0001045,2026-08-05 07:44:38,2956120,服饰鞋包-商品6120,1,157.02,157.02,0,0,1002166,未退款,已完成,
TB0001046,2026-08-09 10:03:39,2650307,数码家电-商品0307,1,853.67,853.67,0,0,1002166,未退款,已完成,
TB0001047,2026-08-12 10:10:35,4474338,母婴玩具-商品4338,1,71.26,71.26,0,0,1002166,未退款,已完成,
TB0001047,2026-08-12 10:10:35,3479625,母婴玩具-商品9625,1,162.84,162.84,0,0,1002166,未退款,已完成,
TB0001047,2026-08-12 10:10:35,2954470,母婴玩具-商品4470,1,85.39,85.39,0,0,1002166,未退款,已完成,
TB0001047,2026-08-12 10:10:35,2462166,运动户外-商品2166,1,88.62,88.62,0,0,1002166,未退款,已完成,
TB0001048,2026-08-12 12:16:19,42496,图书文创-商品2496,1,37.98,37.98,0,0,1002166,未退款,已完成,
TB0001049,2026-08-05 05:47:11,4955132,食品生鲜-商品5132,1,50.61,50.61,0,0,1002172,未退款,已完成,
TB0001050,2026-08-05 12:47:15,1706165,母婴玩具-商品6165,1,53.9,53.9,0,0,1002172,未退款,已完成,
TB0001051,2026-08-12 05:34:57,4113505,服饰鞋包-商品3505,1,174.33,174.33,0,0,1002180,未退款,已完成,
TB0001052,2026-08-12 07:58:03,4113505,服饰鞋包-商品3505,1,29.97,29.97,0,0,1002180,未退款,已完成,
TB0001053,2026-08-08 13:54:50,3677049,数码家电-商品7049,1,520.12,520.12,0,0,1002183,未退款,已完成,
TB0001054,2026-08-03 16:40:33,1559429,服饰鞋包-商品9429,1,96.68,96.68,0,0,1002185,已退款,已退款,
TB0001055,2026-08-04 06:42:58,5108025,美妆个护-商品8025,1,295.18,295.18,0,0,1002185,未退款,已完成,
TB0001056,2026-08-06 09:31:51,2795108,数码家电-商品5108,1,178.36,178.36,0,0,1002185,未退款,已完成,
TB0001057,2026-08-09 00:29:52,1727986,食品生鲜-商品7986,1,98.19,98.19,0,0,1002185,未退款,已完成,
TB0001058,2026-08-09 00:37:31,1255479,美妆个护-商品5479,1,124.59,124.59,0,0,1002185,未退款,已完成,
TB0001059,2026-08-10 07:03:18,639339,运动户外-商品9339,1,178.76,178.76,0,0,1002185,未退款,已完成,
TB0001060,2026-08-11 06:38:08,2405091,食品生鲜-商品5091,1,12.05,12.05,0,0,1002185,未退款,已完成,
TB0001061,2026-08-06 06:32:21,575277,图书文创-商品5277,1,67.39,67.39,0,0,1002188,未退款,已完成,
TB0001062,2026-08-07 11:11:36,2860395,运动户外-商品0395,1,47.77,47.77,0,0,1002188,未退款,已完成,
TB0001063,2026-08-12 11:00:54,3328989,运动户外-商品8989,1,127.63,127.63,0,0,1002188,未退款,已完成,
TB0001064,2026-08-05 09:31:48,449939,母婴玩具-商品9939,1,27.71,27.71,0,0,1002191,已退款,已退款,
TB0001065,2026-08-09 01:31:14,3943031,母婴玩具-商品3031,1,25.86,25.86,0,0,1002191,未退款,已完成,
TB0001066,2026-08-09 13:27:24,2448739,食品生鲜-商品8739,1,12.39,12.39,0,0,1002191,未退款,已完成,
TB0001067,2026-08-06 06:15:34,2224412,运动户外-商品4412,1,257.89,257.89,0,0,1002194,未退款,已完成,
TB0001068,2026-08-10 14:46:30,1418524,美妆个护-商品8524,1,152.6,152.6,0,0,1002194,未退款,已完成,
TB0001069,2026-08-12 01:02:48,1540131,食品生鲜-商品0131,1,11.73,11.73,0,0,1002194,未退款,已完成,
TB0001070,2026-08-05 09:06:11,3300865,食品生鲜-商品0865,1,23.97,23.97,0,0,1002200,未退款,已完成,
TB0001071,2026-08-05 08:39:55,5075207,美妆个护-商品5207,1,175.6,175.6,0,0,1002201,未退款,已完成,
TB0001072,2026-08-07 02:18:59,4798835,数码家电-商品8835,1,398.93,398.93,0,0,1002201,未退款,已完成,
TB0001073,2026-08-07 02:28:00,337222,数码家电-商品7222,1,203.95,203.95,0,0,1002201,未退款,已完成,
TB0001074,2026-08-07 23:37:38,4193186,数码家电-商品3186,1,751.87,751.87,0,0,1002201,未退款,已完成,
TB0001075,2026-08-11 09:35:17,5145325,母婴玩具-商品5325,1,171.51,171.51,0,0,1002201,未退款,已完成,
TB0001076,2026-08-05 03:59:00,1773210,数码家电-商品3210,1,869.27,869.27,0,0,1002202,未退款,已完成,
TB0001077,2026-08-06 02:06:22,1325619,母婴玩具-商品5619,1,162.69,162.69,0,0,1002202,未退款,已完成,
TB0001078,2026-08-07 15:38:35,228430,美妆个护-商品8430,1,160.3,160.3,0,0,1002202,未退款,已完成,
TB0001079,2026-08-04 15:25:28,863703,食品生鲜-商品3703,1,28.35,28.35,0,0,1002208,未退款,已完成,
TB0001080,2026-08-08 13:12:23,2777161,运动户外-商品7161,1,387.92,387.92,0,0,1002208,未退款,已完成,
TB0001081,2026-08-11 02:51:40,415214,母婴玩具-商品5214,1,197.26,197.26,0,0,1002208,未退款,已完成,
TB0001082,2026-08-11 03:09:17,5098864,美妆个护-商品8864,1,142.13,142.13,0,0,1002208,未退款,已完成,
TB0001083,2026-08-12 03:16:37,4823575,母婴玩具-商品3575,1,41.74,41.74,0,0,1002208,未退款,已完成,
TB0001084,2026-08-04 12:35:33,4729319,数码家电-商品9319,1,636.8,636.8,0,0,1002213,未退款,已完成,
TB0001085,2026-08-05 13:46:30,3817617,数码家电-商品7617,1,686.52,686.52,0,0,1002213,未退款,已完成,
TB0001086,2026-08-07 06:54:57,3108496,图书文创-商品8496,1,39.36,39.36,0,0,1002218,未退款,已完成,
TB0001087,2026-08-12 11:19:26,3063357,数码家电-商品3357,1,499.68,499.68,0,0,1002218,未退款,已完成,
TB0001088,2026-08-04 05:37:36,829923,运动户外-商品9923,1,133.85,133.85,0,0,1002222,未退款,已完成,
TB0001089,2026-08-07 01:34:51,2942236,数码家电-商品2236,1,812.59,812.59,0,0,1002222,未退款,已完成,
TB0001090,2026-08-07 01:36:55,3246591,数码家电-商品6591,1,331.61,331.61,0,0,1002222,未退款,已完成,
TB0001091,2026-08-07 03:02:50,285518,图书文创-商品5518,1,56.75,56.75,0,0,1002222,未退款,已完成,
TB0001092,2026-08-07 03:46:57,1982534,运动户外-商品2534,1,181.4,181.4,0,0,1002222,未退款,已完成,
TB0001092,2026-08-07 03:46:57,317843,食品生鲜-商品7843,1,38.35,38.35,0,0,1002222,未退款,已完成,
TB0001092,2026-08-07 03:46:57,1185909,图书文创-商品5909,1,17.6,17.6,0,0,1002222,未退款,已完成,
TB0001093,2026-08-08 09:44:06,3055426,母婴玩具-商品5426,1,151.68,151.68,0,0,1002222,已退款,已退款,
TB0001094,2026-08-08 11:28:30,3248816,数码家电-商品8816,1,719.75,719.75,0,0,1002222,未退款,已完成,
TB0001095,2026-08-09 07:17:34,3768957,服饰鞋包-商品8957,1,80.4,80.4,0,0,1002222,未退款,已完成,
TB0001096,2026-08-11 08:32:28,3235903,母婴玩具-商品5903,1,162.83,162.83,0,0,1002222,未退款,已完成,
TB0001097,2026-08-07 06:49:00,3006793,数码家电-商品6793,1,877.54,877.54,0,0,1002226,未退款,已完成,
TB0001098,2026-08-10 02:39:02,3369849,运动户外-商品9849,1,170.84,170.84,0,0,1002226,已退款,已退款,
TB0001099,2026-08-10 04:49:05,2711121,运动户外-商品1121,1,42.02,42.02,0,0,1002226,未退款,已完成,
TB0001100,2026-08-10 06:10:55,3769601,数码家电-商品9601,1,335.6,335.6,0,0,1002226,未退款,已完成,
TB0001101,2026-08-07 07:53:57,5031915,食品生鲜-商品1915,1,58.45,58.45,0,0,1002228,未退款,已完成,
TB0001102,2026-08-07 09:00:06,2452388,数码家电-商品2388,1,770.81,770.81,0,0,1002228,未退款,已完成,
TB0001103,2026-08-07 09:20:03,128903,数码家电-商品8903,1,541.53,541.53,0,0,1002228,未退款,已完成,
TB0001104,2026-08-07 15:48:49,1131455,数码家电-商品1455,1,228.47,228.47,0,0,1002228,未退款,已完成,
TB0001105,2026-08-07 15:57:35,1131455,数码家电-商品1455,1,418.77,418.77,0,0,1002228,未退款,已完成,
TB0001105,2026-08-07 15:57:35,1515627,数码家电-商品5627,1,599.11,599.11,0,0,1002228,未退款,已完成,
TB0001106,2026-08-07 15:58:57,1131455,数码家电-商品1455,1,314.43,314.43,0,0,1002228,未退款,已完成,
TB0001106,2026-08-07 15:58:57,1515627,数码家电-商品5627,1,438.28,438.28,0,0,1002228,未退款,已完成,
TB0001107,2026-08-08 05:13:42,985510,食品生鲜-商品5510,1,78.09,78.09,0,0,1002228,未退款,已完成,
TB0001108,2026-08-10 05:09:27,1951215,美妆个护-商品1215,1,28.52,28.52,0,0,1002228,未退款,已完成,
TB0001109,2026-08-07 02:29:41,430580,母婴玩具-商品0580,1,186.72,186.72,0,0,1002237,未退款,已完成,
TB0001110,2026-08-08 04:56:21,1575194,数码家电-商品5194,1,594.62,594.62,0,0,1002237,已退款,已退款,
TB0001111,2026-08-08 05:08:58,3827051,美妆个护-商品7051,1,263.27,263.27,0,0,1002237,未退款,已完成,
TB0001112,2026-08-08 09:16:38,4070208,服饰鞋包-商品0208,1,178.68,178.68,0,0,1002237,未退款,已完成,
TB0001112,2026-08-08 09:16:38,3877996,服饰鞋包-商品7996,1,68.15,68.15,0,0,1002237,未退款,已完成,
TB0001113,2026-08-08 09:31:28,3886923,图书文创-商品6923,1,66.05,66.05,0,0,1002237,未退款,已完成,
TB0001114,2026-08-09 03:21:25,698592,母婴玩具-商品8592,1,161.26,161.26,0,0,1002237,未退款,已完成,
TB0001115,2026-08-11 11:25:31,1904274,食品生鲜-商品4274,1,73.51,73.51,0,0,1002237,未退款,已完成,
TB0001116,2026-08-11 11:54:28,523744,母婴玩具-商品3744,1,85.02,85.02,0,0,1002237,未退款,已完成,
TB0001117,2026-08-08 12:28:29,404630,数码家电-商品4630,1,318.21,318.21,0,0,1002246,未退款,已完成,
TB0001118,2026-08-08 12:53:24,3569718,家居日用-商品9718,1,54.86,54.86,0,0,1002246,未退款,已完成,
TB0001119,2026-08-11 10:00:39,1033405,母婴玩具-商品3405,1,195.98,195.98,0,0,1002246,未退款,已完成,
TB0001120,2026-08-11 10:25:01,4125677,数码家电-商品5677,1,774.45,774.45,0,0,1002246,未退款,已完成,
TB0001121,2026-08-11 10:39:47,4626472,服饰鞋包-商品6472,1,53.36,53.36,0,0,1002246,未退款,已完成,
TB0001122,2026-08-11 11:15:21,1092203,食品生鲜-商品2203,1,92.39,92.39,0,0,1002246,未退款,已完成,
TB0001123,2026-08-11 11:49:30,5100508,运动户外-商品0508,1,113.03,113.03,0,0,1002246,未退款,已完成,
TB0001124,2026-08-12 03:40:14,4130155,母婴玩具-商品0155,1,164.0,164.0,0,0,1002246,未退款,已完成,
TB0001125,2026-08-04 01:35:27,1053800,数码家电-商品3800,1,393.19,393.19,0,0,1002251,未退款,已完成,
TB0001125,2026-08-04 01:35:27,4603518,运动户外-商品3518,1,180.98,180.98,0,0,1002251,未退款,已完成,
TB0001125,2026-08-04 01:35:27,2650782,数码家电-商品0782,1,754.32,754.32,0,0,1002251,未退款,已完成,
TB0001125,2026-08-04 01:35:27,2534523,运动户外-商品4523,1,352.24,352.24,0,0,1002251,未退款,已完成,
TB0001126,2026-08-10 23:23:00,839441,数码家电-商品9441,1,152.95,152.95,0,0,1002251,未退款,已完成,
TB0001127,2026-08-07 02:36:43,2579282,食品生鲜-商品9282,1,97.56,97.56,0,0,1002254,未退款,已完成,
TB0001128,2026-08-11 15:19:52,1906885,美妆个护-商品6885,1,180.49,180.49,0,0,1002254,未退款,已完成,
TB0001129,2026-08-10 17:55:21,52636,母婴玩具-商品2636,1,111.34,111.34,0,0,1002257,未退款,已完成,
